"created_at","id","id_str","text","truncated","entities:hashtags:text","entities:hashtags:indices","entities:symbols","entities:user_mentions","entities:urls:url","entities:urls:expanded_url","entities:urls:display_url","entities:urls:indices","metadata:iso_language_code","metadata:result_type","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","user:id","user:id_str","user:name","user:screen_name","user:location","user:description","user:url","user:entities:url:urls:url","user:entities:url:urls:expanded_url","user:entities:url:urls:display_url","user:entities:url:urls:indices","user:entities:description:urls","user:protected","user:followers_count","user:friends_count","user:listed_count","user:created_at","user:favourites_count","user:utc_offset","user:time_zone","user:geo_enabled","user:verified","user:statuses_count","user:lang","user:contributors_enabled","user:is_translator","user:is_translation_enabled","user:profile_background_color","user:profile_background_image_url","user:profile_background_image_url_https","user:profile_background_tile","user:profile_image_url","user:profile_image_url_https","user:profile_banner_url","user:profile_link_color","user:profile_sidebar_border_color","user:profile_sidebar_fill_color","user:profile_text_color","user:profile_use_background_image","user:has_extended_profile","user:default_profile","user:default_profile_image","user:following","user:follow_request_sent","user:notifications","user:translator_type","geo:type","geo:coordinates","coordinates:type","coordinates:coordinates","place:id","place:url","place:place_type","place:name","place:full_name","place:country_code","place:country","place:contained_within","place:bounding_box:type","place:bounding_box:coordinates","place:attributes","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","lang"
"Thu Aug 10 21:01:43 +0000 2017",895752039552167936,"895752039552167936","RT @PGResearchBase: We're hosting one of Elizabeth Jarman's Communication Friendly Spaces evening seminars at Pen Green on the 1st November…",FALSE,NA,NA,"()","((screen_name . PGResearchBase) (name . PenGreenResearchBase) (id . 106376325) (id_str . 106376325) (indices . #(3 18)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,254516081,"254516081","Anne Gladstone","annegladstone","West Midlands, England","Education and training consultant for Early Years and Adult Learning.",NA,NA,NA,NA,NA,"()",FALSE,590,603,35,"Sat Feb 19 12:48:19 +0000 2011",762,NA,NA,TRUE,FALSE,3990,"en",FALSE,FALSE,FALSE,"EBEBEB","http://abs.twimg.com/images/themes/theme7/bg.gif","https://abs.twimg.com/images/themes/theme7/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/461967672125579264/2j7d_viX_normal.jpeg","https://pbs.twimg.com/profile_images/461967672125579264/2j7d_viX_normal.jpeg","https://pbs.twimg.com/profile_banners/254516081/1401353689","990000","DFDFDF","F3F3F3","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,TRUE,2,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:01:41 +0000 2017",895752034183524352,"895752034183524352","@AdamColeFI Just shocking, terrible and misleading communication when there is so much at stake",FALSE,NA,NA,"()","((screen_name . AdamColeFI) (name . Adam Cole) (id . 821679485519065088) (id_str . 821679485519065088) (indices . #(0 11)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",895733051837304834,"895733051837304834",821679485519065088,"821679485519065088","AdamColeFI",871084596254969856,"871084596254969856","James","jimmeh36","","",NA,NA,NA,NA,NA,"()",FALSE,4,7,0,"Sat Jun 03 19:22:06 +0000 2017",3,NA,NA,FALSE,FALSE,21,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:01:41 +0000 2017",895752033789194241,"895752033789194241","RT @scottiewaves: communication is vital. you mustn't get lazy with your conversing or hold back your truths. whether you're far away or ne…",FALSE,NA,NA,"()","((screen_name . scottiewaves) (name . scottie waves) (id . 211885050) (id_str . 211885050) (indices . #(3 16)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,354116179,"354116179","Ken✨","Xoxo_Kenyaaa","Maryland, USA","Joseph Jucar ❣",NA,NA,NA,NA,NA,"()",FALSE,1097,995,5,"Sat Aug 13 04:46:24 +0000 2011",103,-18000,"Quito",TRUE,FALSE,40041,"en",FALSE,FALSE,FALSE,"DBE9ED","http://pbs.twimg.com/profile_background_images/873551233/783a47a3b00908d23cd44628e1a7ce65.jpeg","https://pbs.twimg.com/profile_background_images/873551233/783a47a3b00908d23cd44628e1a7ce65.jpeg",FALSE,"http://pbs.twimg.com/profile_images/872193519292739585/vSX1OSty_normal.jpg","https://pbs.twimg.com/profile_images/872193519292739585/vSX1OSty_normal.jpg","https://pbs.twimg.com/profile_banners/354116179/1483123674","CC3366","FFFFFF","E6F6F9","333333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,38,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:01:37 +0000 2017",895752017506967552,"895752017506967552","25S Satellite Communication Systems Operator-Maintainer - #Carville , LA (https://t.co/JEjNkl1LGX) Get Nuclear Technician Jobs",FALSE,"Carville","58","()","()","https://t.co/JEjNkl1LGX","http://tinyurl.com/ybcj5l2p","tinyurl.com/ybcj5l2p","74","en","recent","<a href=""http://www.getalljobs.com"" rel=""nofollow"">GetAllJobs</a>",NA,NA,NA,NA,NA,16936135,"16936135","GetNucTechnJobs","GetNucTechnJobs","","Nuclear Technician jobs, careers and community site.","http://t.co/oXNecPxKv7","http://t.co/oXNecPxKv7","http://www.getnucleartechnicianjobs.com","getnucleartechnicianjobs.com","0","()",FALSE,98,112,50,"Thu Oct 23 21:34:21 +0000 2008",0,-18000,"Quito",TRUE,FALSE,34683,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/65696566/G_normal.png","https://pbs.twimg.com/profile_images/65696566/G_normal.png",NA,"1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Thu Aug 10 21:01:37 +0000 2017",895752014961004544,"895752014961004544","5 Inefficient Communication Habits That Cause Waste https://t.co/lHAMFaFUuC",FALSE,NA,NA,"()","()","https://t.co/lHAMFaFUuC","http://tinyurl.com/occvel9","tinyurl.com/occvel9","52","en","recent","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NA,NA,NA,NA,NA,156807569,"156807569","Daniel James Gullo","danielgullo","Philadelphia, PA","Christian • CEO • Speaker • Author • Talkshow Host • Award-winning Agile Coach and Trainer • Veteran • PhD Candidate • Jehova-Jireh  ✝️","https://t.co/jF3GF7qEBO","https://t.co/jF3GF7qEBO","http://www.apple-brook.com","apple-brook.com","0","()",FALSE,21644,0,957,"Fri Jun 18 00:32:11 +0000 2010",7196,-14400,"Eastern Time (US & Canada)",TRUE,FALSE,219687,"en",FALSE,FALSE,FALSE,"000000","http://pbs.twimg.com/profile_background_images/512595119036317696/kQ8QEUZi.png","https://pbs.twimg.com/profile_background_images/512595119036317696/kQ8QEUZi.png",TRUE,"http://pbs.twimg.com/profile_images/803213651134074880/ZFoB4Ifq_normal.jpg","https://pbs.twimg.com/profile_images/803213651134074880/ZFoB4Ifq_normal.jpg","https://pbs.twimg.com/profile_banners/156807569/1499991188","0000FF","000000","D1CFFC","000000",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Thu Aug 10 21:01:36 +0000 2017",895752013031583744,"895752013031583744","RT @UrbanCulture06: Away from Toke Makinwa's opinion, how about your opinion concerning mode of communication in relationship.
Vote and Ret…",FALSE,NA,NA,"()","((screen_name . UrbanCulture06) (name . Made In Ibadan) (id . 1245828488) (id_str . 1245828488) (indices . #(3 18)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,709256304,"709256304","Adeniyi O'fowoke KFB","Sleeksavvy","Lagos, Nigeria","Freelance Journalist|Content Writer|Public Relations|Travel|Politics|Books|Radio freak| News Junkie|
                               adeniyi.ogunfowoke@gmail.com","https://t.co/qzsjocNnvP","https://t.co/qzsjocNnvP","http://www.tourific.com.ng","tourific.com.ng","0","()",FALSE,1428,545,27,"Sat Jul 21 16:51:37 +0000 2012",7161,NA,NA,TRUE,FALSE,16702,"en",FALSE,FALSE,FALSE,"3B94D9","http://abs.twimg.com/images/themes/theme11/bg.gif","https://abs.twimg.com/images/themes/theme11/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/796357995470917632/8nDTTGL4_normal.jpg","https://pbs.twimg.com/profile_images/796357995470917632/8nDTTGL4_normal.jpg","https://pbs.twimg.com/profile_banners/709256304/1478702309","19CF86","CC3366","E5507E","362720",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,182,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:01:29 +0000 2017",895751983679799301,"895751983679799301","RT @ItsMainaKageni: Help us, Lord, to be truthful and to use the platforms of communication to bring healing and peace in our nation.",FALSE,NA,NA,"()","((screen_name . ItsMainaKageni) (name . Maina Kageni) (id . 821081293) (id_str . 821081293) (indices . #(3 18)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,488262546,"488262546","agnes .b. matagaro","mat_agnes","Nairobi","Daughter of the African soil, dreams of Africa embracing non violent tactics as a way solving differences regardless; Respect for women","http://t.co/6a84lvOIO0","http://t.co/6a84lvOIO0","http://letstaclkpeace.wordpress.com","letstaclkpeace.wordpress.com","0","()",FALSE,112,176,0,"Fri Feb 10 08:11:35 +0000 2012",412,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,2121,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/894501590744403969/nUVh3DcH_normal.jpg","https://pbs.twimg.com/profile_images/894501590744403969/nUVh3DcH_normal.jpg","https://pbs.twimg.com/profile_banners/488262546/1437570607","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,174,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:01:22 +0000 2017",895751953568993280,"895751953568993280","RT @RadioVZ: Cyberattack on Venezuela Mobile Operator Leaves 7Mln Users Without Communication https://t.co/6NfmKt5Tw9",FALSE,NA,NA,"()","((screen_name . RadioVZ) (name . Radio Resistencia VZ) (id . 3067197709) (id_str . 3067197709) (indices . #(3 11)))","https://t.co/6NfmKt5Tw9","http://fb.me/y7civlKC","fb.me/y7civlKC","94","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,33743997,"33743997","Yelena Perez","Yelena24","","No me sigas esperando que yo lo haga. Yo sigo a quien yo quiera! VENEZUELA corres por mis venas...!!",NA,NA,NA,NA,NA,"()",FALSE,249,332,1,"Tue Apr 21 00:54:48 +0000 2009",544,-18000,"Mexico City",TRUE,FALSE,38117,"en",FALSE,FALSE,FALSE,"FF66AA","http://pbs.twimg.com/profile_background_images/798820497/c78ab77721e2da62a47b9873aca929b1.jpeg","https://pbs.twimg.com/profile_background_images/798820497/c78ab77721e2da62a47b9873aca929b1.jpeg",TRUE,"http://pbs.twimg.com/profile_images/434547303894888448/CE5jJqYe_normal.jpeg","https://pbs.twimg.com/profile_images/434547303894888448/CE5jJqYe_normal.jpeg","https://pbs.twimg.com/profile_banners/33743997/1492109745","FF66AA","FFFFFF","F0D6ED","158794",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,1,0,FALSE,FALSE,FALSE,"en"
"Thu Aug 10 21:01:15 +0000 2017",895751921784553477,"895751921784553477","RT @Earthtribeboy: @MrStanleyNwabia @Elcrucifixio Charley Boy is a man born to correct Nigerians believe in surface value.A lover of life,…",FALSE,NA,NA,"()","((screen_name . Earthtribeboy) (name . David Temitope) (id . 840609444) (id_str . 840609444) (indices . #(3 17)))",NA,NA,NA,NA,"en","recent","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",NA,NA,NA,NA,NA,712985070118772739,"712985070118772739","Focus","barth_ihewuezi","","An invasion of armies can be resisted, an invasion of ideas cannot be resisted. -Victor Hugo",NA,NA,NA,NA,NA,"()",FALSE,1970,2142,121,"Thu Mar 24 12:51:02 +0000 2016",40150,NA,NA,TRUE,FALSE,86028,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/895306846168379401/TvxBLZC6_normal.jpg","https://pbs.twimg.com/profile_images/895306846168379401/TvxBLZC6_normal.jpg","https://pbs.twimg.com/profile_banners/712985070118772739/1486204200","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,2,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:01:11 +0000 2017",895751907918184449,"895751907918184449","Deal with reality and don't avoid difficult issues. https://t.co/H6BuUIHzCS",FALSE,NA,NA,"()","()","https://t.co/H6BuUIHzCS","http://bit.ly/1YKRTrW","bit.ly/1YKRTrW","52","en","recent","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",NA,NA,NA,NA,NA,323561555,"323561555","Dr. Ada","PhDAda","","Effective Business Communication & Innovative Change Management for small and medium size businesses. President & Founder of @LogosNoesis","http://t.co/cGzwLt95Sa","http://t.co/cGzwLt95Sa","http://logosnoesis.com","logosnoesis.com","0","()",FALSE,736,744,48,"Sat Jun 25 01:32:34 +0000 2011",85,-14400,"Eastern Time (US & Canada)",TRUE,FALSE,10568,"en",FALSE,FALSE,FALSE,"26032E","http://pbs.twimg.com/profile_background_images/277305463/xff013c17592a22704d68ac20eed9560.png","https://pbs.twimg.com/profile_background_images/277305463/xff013c17592a22704d68ac20eed9560.png",FALSE,"http://pbs.twimg.com/profile_images/1411915694/132532_10150104813294416_689719415_7462654_1570394_o_normal.jpg","https://pbs.twimg.com/profile_images/1411915694/132532_10150104813294416_689719415_7462654_1570394_o_normal.jpg",NA,"636363","540E62","EFF0E7","303030",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Thu Aug 10 21:01:09 +0000 2017",895751898854285312,"895751898854285312","WHOA. With 80 percent of human communication being non-verbal, videoconferencing is more critical than ever before:… https://t.co/ligzHRpfuX",TRUE,NA,NA,"()","()","https://t.co/ligzHRpfuX","https://twitter.com/i/web/status/895751898854285312","twitter.com/i/web/status/8…","117","en","recent","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",NA,NA,NA,NA,NA,14426266,"14426266","ReadyTalk","ReadyTalk","Denver, CO","One-stop cloud communications provider. Video, web and audio conferencing. Webinars. Webcasts.","https://t.co/G1A8LdfHnz","https://t.co/G1A8LdfHnz","http://ReadyTalk.com","ReadyTalk.com","0","()",FALSE,3142,1879,269,"Thu Apr 17 21:52:23 +0000 2008",1788,-21600,"Mountain Time (US & Canada)",TRUE,FALSE,8510,"en",FALSE,FALSE,FALSE,"71C267","http://pbs.twimg.com/profile_background_images/834780853/fead69807961e577804f52600175b800.png","https://pbs.twimg.com/profile_background_images/834780853/fead69807961e577804f52600175b800.png",FALSE,"http://pbs.twimg.com/profile_images/875410236881776640/I6QQ1cFD_normal.jpg","https://pbs.twimg.com/profile_images/875410236881776640/I6QQ1cFD_normal.jpg","https://pbs.twimg.com/profile_banners/14426266/1486095821","4D917D","FFFFFF","F0F0F0","636363",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Thu Aug 10 21:01:05 +0000 2017",895751883020783616,"895751883020783616","RT @Crunchyroll: GAMERS! Episode 5 – Aguri and Communication Error
Just TRY to get out of watching this episode!
🎮 Watch here! https://t.co…",FALSE,NA,NA,"()","((screen_name . Crunchyroll) (name . crunchyroll🔥) (id . 28023330) (id_str . 28023330) (indices . #(3 15)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,778332242070437889,"778332242070437889","Sam | Wolf 🔥🐺","Tundrarum_","","hypixel mvp+ guild and discord server owner • ign: tundrarum • memsor is best friend • i liek anime • bw dream team 👌",NA,NA,NA,NA,NA,"()",FALSE,173,18,3,"Tue Sep 20 20:37:22 +0000 2016",8469,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,3809,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/894741186459697155/N9sarsiy_normal.jpg","https://pbs.twimg.com/profile_images/894741186459697155/N9sarsiy_normal.jpg","https://pbs.twimg.com/profile_banners/778332242070437889/1502332749","1B95E0","000000","000000","000000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,49,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:01:00 +0000 2017",895751859331321857,"895751859331321857","#Communication is the key to conversion! We offer consulting, coaching, and management services. Check out… https://t.co/pp1Ju6cUjU",TRUE,"Communication","0","()","()","https://t.co/pp1Ju6cUjU","https://twitter.com/i/web/status/895751859331321857","twitter.com/i/web/status/8…","108","en","recent","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",NA,NA,NA,NA,NA,886048095435456512,"886048095435456512","That Good Talk","thatgoodtalk","New York, NY","#Communications consulting agency. We want to help you talk that good talk! #Marketing #PublicRelations #Fundraising #CommunityOutreach","https://t.co/YEbZMqu90V","https://t.co/YEbZMqu90V","http://www.thatgoodtalk.com","thatgoodtalk.com","0","()",FALSE,14,121,0,"Sat Jul 15 02:21:42 +0000 2017",31,NA,NA,FALSE,FALSE,15,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/890031653510406144/-XVXuKno_normal.jpg","https://pbs.twimg.com/profile_images/890031653510406144/-XVXuKno_normal.jpg","https://pbs.twimg.com/profile_banners/886048095435456512/1500247785","ABB8C2","000000","000000","000000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Thu Aug 10 21:00:59 +0000 2017",895751857133539328,"895751857133539328","A great first day! Students should have brought home two handouts (Green &amp; White) about communication and the band handbook.  Form due 8/17!",FALSE,NA,NA,"()","()",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NA,NA,NA,NA,NA,491726367,"491726367","RMS Bands","rmsbands","Monticello, Indiana","Roosevelt Middle School Band Program","https://t.co/je4eV0EvTm","https://t.co/je4eV0EvTm","http://www.rms-bands.com","rms-bands.com","0","()",FALSE,49,0,0,"Mon Feb 13 23:25:52 +0000 2012",2,-14400,"Eastern Time (US & Canada)",FALSE,FALSE,1231,"en",FALSE,FALSE,FALSE,"131516","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/378800000450166135/bcb7f582a705d76ba4fe262743bf3d1a_normal.jpeg","https://pbs.twimg.com/profile_images/378800000450166135/bcb7f582a705d76ba4fe262743bf3d1a_normal.jpeg","https://pbs.twimg.com/profile_banners/491726367/1379048778","009999","EEEEEE","EFEFEF","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:00:57 +0000 2017",895751848409346049,"895751848409346049","Cyberattack on Venezuela Mobile Operator Leaves 7Mln Users Without Communication https://t.co/UWlm9fjayb",FALSE,NA,NA,"()","()","https://t.co/UWlm9fjayb","http://fb.me/y7civlKC","fb.me/y7civlKC","81","en","recent","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NA,NA,NA,NA,NA,2545520810,"2545520810","Parte De Guerra Vzla","partesos","Venezuela","AUDIO INFORMATIVO DIARIO AL ESTILO DE UN PARTE DE GUERRA. NOTICIAS CON UN TOQUE DE HUMOR. EL PRIMER NOTICIERO DE LA RESISTENCIA VENEZOLANA.","http://t.co/JhPdHVFHHH","http://t.co/JhPdHVFHHH","http://radiorv1.wordpress.com","radiorv1.wordpress.com","0","()",FALSE,7331,666,70,"Wed Jun 04 07:56:55 +0000 2014",180,-14400,"Caracas",FALSE,FALSE,117649,"es",FALSE,FALSE,FALSE,"C0DEED","http://pbs.twimg.com/profile_background_images/492145983191412737/NZ7YcZ2w.jpeg","https://pbs.twimg.com/profile_background_images/492145983191412737/NZ7YcZ2w.jpeg",TRUE,"http://pbs.twimg.com/profile_images/494983591080632321/f1525nxc_normal.png","https://pbs.twimg.com/profile_images/494983591080632321/f1525nxc_normal.png","https://pbs.twimg.com/profile_banners/2545520810/1406171622","0084B4","FFFFFF","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Thu Aug 10 21:00:57 +0000 2017",895751847201439744,"895751847201439744","RT @BrianKarem: Transparency is communication. Governing is dealing with tough problems like N.K. Neither involves a putter in Bedminster.…",FALSE,NA,NA,"()","((screen_name . BrianKarem) (name . Brian J. Karem) (id . 21001599) (id_str . 21001599) (indices . #(3 14)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,550605163,"550605163","Steph Carmody","CarmoSteph","S.E. PA","Mom of 3. Wife to @8Carmody. Daughter. I like quiet time & good music moves me. Say what's on your mind but be kind, most of the time. #TheResistance is REAL.",NA,NA,NA,NA,NA,"()",FALSE,2412,2274,82,"Wed Apr 11 01:44:30 +0000 2012",72870,NA,NA,FALSE,FALSE,63941,"en",FALSE,FALSE,FALSE,"022330","http://abs.twimg.com/images/themes/theme15/bg.png","https://abs.twimg.com/images/themes/theme15/bg.png",FALSE,"http://pbs.twimg.com/profile_images/818809826360827904/TMCRW4L5_normal.jpg","https://pbs.twimg.com/profile_images/818809826360827904/TMCRW4L5_normal.jpg","https://pbs.twimg.com/profile_banners/550605163/1479568025","0084B4","A8C7F7","C0DFEC","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,433,0,FALSE,FALSE,NA,"en"
"Thu Aug 10 21:00:55 +0000 2017",895751839928471552,"895751839928471552","See the newest edition of the Compassionate Accountability Roundup for #leadership, #HR and #communication news. https://t.co/T7AGNAW1Gp",FALSE,"leadership","71","()","()","https://t.co/T7AGNAW1Gp","http://paper.li/e-1455570038?edition_id=ff9adab0-7e0e-11e7-b799-0cc47a0d1609","paper.li/e-1455570038?e…","113","en","recent","<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",NA,NA,NA,NA,NA,48450784,"48450784","Nate Regier, PhD","NextNate","Newton, KS","Next Element CEO, Author, Keynote Speaker, Blogger, Leadership Communication Coach, #ConflictWithoutCasualties, #CompassionateAccountability","https://t.co/1Eddh4z99u","https://t.co/1Eddh4z99u","http://next-element.com","next-element.com","0","()",FALSE,11344,9400,476,"Thu Jun 18 19:00:55 +0000 2009",3936,-14400,"Eastern Time (US & Canada)",TRUE,FALSE,19098,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/583297051229745154/buVvRy3p_normal.jpg","https://pbs.twimg.com/profile_images/583297051229745154/buVvRy3p_normal.jpg","https://pbs.twimg.com/profile_banners/48450784/1488258304","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Thu Aug 10 21:00:55 +0000 2017",895751838116524032,"895751838116524032","RT @afemal3pr: Relationships are hard work. Idc what anyone says. They require constant effort, forgiveness, putting your pride aside, and…",FALSE,NA,NA,"()","((screen_name . afemal3pr) (name . super duper GAY time) (id . 2148939786) (id_str . 2148939786) (indices . #(3 13)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,880275650,"880275650","Rebecca Rankin","teh_rain_queen","Athens, GA","UGA '20(ish)🐾; 🐶adopt, don't shop; Muck Fichigan",NA,NA,NA,NA,NA,"()",FALSE,448,245,7,"Sun Oct 14 14:40:08 +0000 2012",41588,-10800,"Atlantic Time (Canada)",TRUE,FALSE,21956,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/892038015702446080/fjnlwdX4_normal.jpg","https://pbs.twimg.com/profile_images/892038015702446080/fjnlwdX4_normal.jpg","https://pbs.twimg.com/profile_banners/880275650/1498843559","7FDBB6","000000","000000","000000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,512,0,FALSE,FALSE,NA,"en"
