"created_at","id","id_str","text","truncated","entities:hashtags","entities:symbols","entities:user_mentions","entities:urls","metadata:iso_language_code","metadata:result_type","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","user:id","user:id_str","user:name","user:screen_name","user:location","user:description","user:url","user:entities:description:urls","user:protected","user:followers_count","user:friends_count","user:listed_count","user:created_at","user:favourites_count","user:utc_offset","user:time_zone","user:geo_enabled","user:verified","user:statuses_count","user:lang","user:contributors_enabled","user:is_translator","user:is_translation_enabled","user:profile_background_color","user:profile_background_image_url","user:profile_background_image_url_https","user:profile_background_tile","user:profile_image_url","user:profile_image_url_https","user:profile_banner_url","user:profile_link_color","user:profile_sidebar_border_color","user:profile_sidebar_fill_color","user:profile_text_color","user:profile_use_background_image","user:has_extended_profile","user:default_profile","user:default_profile_image","user:following","user:follow_request_sent","user:notifications","user:translator_type","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","lang"
"Thu Aug 10 21:01:53 +0000 2017",895752084657778688,"895752084657778688","RT @dornanjohnsonn: I hate the fact that Jamie and Dakota are so underrated in Hollywood and people know them only as actors from the fifty…",FALSE,"()","()","((screen_name . dornanjohnsonn) (name . ㅤ) (id . 3109272741) (id_str . 3109272741) (indices . #(3 18)))","()","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,738731060717047808,"738731060717047808","Elis Bellato","elis_1908","","",NA,"()",FALSE,2078,2534,58,"Fri Jun 03 13:56:24 +0000 2016",487953,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,75084,"pt",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/738735092512755713/EoZfZws1_normal.jpg","https://pbs.twimg.com/profile_images/738735092512755713/EoZfZws1_normal.jpg","https://pbs.twimg.com/profile_banners/738731060717047808/1484840445","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,16,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752084414443524,"895752084414443524","RT @kohima44terry: Tories are attacking Corbyn with all hate&amp;bile they can muster they are shit scared of losing the Millionaires Gravy tra…",FALSE,"()","()","((screen_name . kohima44terry) (name . Terry Norman) (id . 171133744) (id_str . 171133744) (indices . #(3 17)))","()","en","recent","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NA,NA,NA,NA,NA,138042645,"138042645","Mary McCartan","madie58","","",NA,"()",FALSE,457,522,89,"Wed Apr 28 13:29:32 +0000 2010",23197,-36000,"Hawaii",TRUE,FALSE,36009,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,3,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752084053790720,"895752084053790720","RT @Fatboy_sse: I LIKE MY BEARD FUCKING THICK SMH 🤦🏾‍♂️ 😂😂😂😂 I HATE WHEN BARBERS DO THIS SHIT YOU TELL THEM TIME &amp; TIME AGAIN &amp; THEY DONT L…",FALSE,"()","()","((screen_name . Fatboy_sse) (name . IG  : FATBOY_SSE) (id . 313738995) (id_str . 313738995) (indices . #(3 14)))","()","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,424644623,"424644623","Mike larry","faceboy44","In gods hands!","",NA,"()",FALSE,1076,32,4,"Wed Nov 30 01:07:58 +0000 2011",102,-14400,"Eastern Time (US & Canada)",FALSE,FALSE,30903,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/877122759708561408/DseUP51d_normal.jpg","https://pbs.twimg.com/profile_images/877122759708561408/DseUP51d_normal.jpg","https://pbs.twimg.com/profile_banners/424644623/1472386507","0084B4","FFFFFF","FDF1E1","D00018",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,565,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752084028628992,"895752084028628992","RT @dismissz: it's sad

knowing that

i love others

more than 

i love myself;

i hate to see others

in pain

but when it

comes to me,…",FALSE,"()","()","((screen_name . dismissz) (name . hopeless) (id . 2809346187) (id_str . 2809346187) (indices . #(3 12)))","()","en","recent","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,807001503835811842,"807001503835811842","PNB Meen 🎙","PnB_Meen","New Lane","Philly Recording Artist , New Lane / Atlantic Records,PNB Rock Lil Bro, Serious Inquiries Only:","https://t.co/zxh9AjkdiN","()",FALSE,8454,7107,8,"Thu Dec 08 23:18:46 +0000 2016",968,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,105199,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/833834956333924353/kauxwQsM_normal.jpg","https://pbs.twimg.com/profile_images/833834956333924353/kauxwQsM_normal.jpg","https://pbs.twimg.com/profile_banners/807001503835811842/1487196616","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,358,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752083873292289,"895752083873292289","I hate myself https://t.co/ERkhi0ST9k",FALSE,"()","()","()","((url . https://t.co/ERkhi0ST9k) (expanded_url . https://twitter.com/hiimanalysia/status/598672552509050880) (display_url . twitter.com/hiimanalysia/s…) (indices . #(14 37)))","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,621827967,"621827967","pupperoni🌻","hiimanalysia","","but you never do","https://t.co/vzYvIWwWXy","()",FALSE,802,105,2,"Fri Jun 29 09:39:50 +0000 2012",11967,NA,NA,TRUE,FALSE,13174,"en",FALSE,FALSE,FALSE,"C0DEED","http://pbs.twimg.com/profile_background_images/730283764/d67772c8f60aeadbdeaa2e490551e656.jpeg","https://pbs.twimg.com/profile_background_images/730283764/d67772c8f60aeadbdeaa2e490551e656.jpeg",TRUE,"http://pbs.twimg.com/profile_images/893263573446647810/ZGPs3zzi_normal.jpg","https://pbs.twimg.com/profile_images/893263573446647810/ZGPs3zzi_normal.jpg","https://pbs.twimg.com/profile_banners/621827967/1502397747","0084B4","000000","DDEEF6","333333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,TRUE,0,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752081826603014,"895752081826603014","@heidikingking More than top 3, but...Goodbye Days, The Serpent King, The Sun is Also a Star, The Hate U Give, and The Wild Robot.",FALSE,"()","()","((screen_name . heidikingking) (name . Heidi King) (id . 828075083008790528) (id_str . 828075083008790528) (indices . #(0 14)))","()","en","recent","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",895741008427847680,"895741008427847680",828075083008790528,"828075083008790528","heidikingking",44543535,"44543535","Mary-Owen Holmes","MsHolmesTeach","Franklin","History teacher in #GrowMaury. @HopeStreetGroup TN Fellow. @SCORE4Schools #EdFellows Alum. Coffee. Books. Double first name. #sschat crew. (Opinions are mine)",NA,"()",FALSE,843,707,31,"Thu Jun 04 04:16:22 +0000 2009",7203,-18000,"Central Time (US & Canada)",FALSE,FALSE,3906,"en",FALSE,FALSE,FALSE,"ABB8C2","http://pbs.twimg.com/profile_background_images/198409700/Rose_Bunch.jpg","https://pbs.twimg.com/profile_background_images/198409700/Rose_Bunch.jpg",FALSE,"http://pbs.twimg.com/profile_images/842841438085890048/OCetAEfn_normal.jpg","https://pbs.twimg.com/profile_images/842841438085890048/OCetAEfn_normal.jpg","https://pbs.twimg.com/profile_banners/44543535/1452403724","3B94D9","FFFFFF","EFEFEF","333333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752081767673856,"895752081767673856","RT @TheCosmos_: Oh honey :( Male bees don't pollinate .... he's probably cheating. And he can't even come up with a decent lie?! I hate men…",FALSE,"()","()","((screen_name . TheCosmos_) (name . alli☀️) (id . 239551866) (id_str . 239551866) (indices . #(3 14)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,770791872,"770791872","lillian,!!","luminousljp","","",NA,"()",FALSE,7163,7686,41,"Tue Aug 21 04:10:31 +0000 2012",52364,-25200,"Pacific Time (US & Canada)",TRUE,FALSE,141966,"en",FALSE,FALSE,FALSE,"FF6699","http://pbs.twimg.com/profile_background_images/562418797965869058/leUR143p.jpeg","https://pbs.twimg.com/profile_background_images/562418797965869058/leUR143p.jpeg",TRUE,"http://pbs.twimg.com/profile_images/770510304157368320/RfZJ6Y7c_normal.jpg","https://pbs.twimg.com/profile_images/770510304157368320/RfZJ6Y7c_normal.jpg","https://pbs.twimg.com/profile_banners/770791872/1423839939","B40B43","FFFFFF","E5507E","362720",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,TRUE,26733,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752081528717313,"895752081528717313","I really hate when ppl get in the fucking elevator with me.",FALSE,"()","()","()","()","en","recent","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",NA,NA,NA,NA,NA,412599898,"412599898","august19♌","justjamaya_","Atlanta, GA","||The Art Institute of Atlanta.|| JamayaE
.................||#yeshomo🏳️‍🌈|| 4oe 7em.","https://t.co/3p6LZaaq5w","()",FALSE,2418,575,6,"Mon Nov 14 22:44:57 +0000 2011",13428,-10800,"Atlantic Time (Canada)",TRUE,FALSE,100703,"en",FALSE,FALSE,FALSE,"F2E9ED","http://pbs.twimg.com/profile_background_images/750574812/8074e57d2dbce47ab3b1debe7bec52bb.jpeg","https://pbs.twimg.com/profile_background_images/750574812/8074e57d2dbce47ab3b1debe7bec52bb.jpeg",TRUE,"http://pbs.twimg.com/profile_images/886722865034166272/_3D_wbLW_normal.jpg","https://pbs.twimg.com/profile_images/886722865034166272/_3D_wbLW_normal.jpg","https://pbs.twimg.com/profile_banners/412599898/1499764925","E32B2B","000000","FFF7CC","0C3E53",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752081067450373,"895752081067450373","hate when that person falls asleep and you're just sat there evaluating your life",FALSE,"()","()","()","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,52832343,"52832343","Liv","OliviaGrace_x","","21 | i love @jennoblee |",NA,"()",FALSE,6158,398,7,"Wed Jul 01 19:58:07 +0000 2009",7622,7200,"Amsterdam",TRUE,FALSE,43862,"en",FALSE,FALSE,FALSE,"FF6699","http://pbs.twimg.com/profile_background_images/378800000000283380/4f5eb05d300b8dca778a2d26ff64b350.jpeg","https://pbs.twimg.com/profile_background_images/378800000000283380/4f5eb05d300b8dca778a2d26ff64b350.jpeg",TRUE,"http://pbs.twimg.com/profile_images/824749787333419008/_Hfwlh-E_normal.jpg","https://pbs.twimg.com/profile_images/824749787333419008/_Hfwlh-E_normal.jpg","https://pbs.twimg.com/profile_banners/52832343/1485470648","B40B43","FFFFFF","E5507E","362720",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:53 +0000 2017",895752080878698498,"895752080878698498","@MHamidChohan Same 2 u I also hate morally and politically corupt Imran",FALSE,"()","()","((screen_name . MHamidChohan) (name . Hamid Chohan) (id . 4395638055) (id_str . 4395638055) (indices . #(0 13)))","()","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",895750319572893696,"895750319572893696",4395638055,"4395638055","MHamidChohan",895744240109662212,"895744240109662212","Maavia Qureshi","MaaviaQureshi","","",NA,"()",FALSE,2,90,0,"Thu Aug 10 20:30:43 +0000 2017",2,NA,NA,FALSE,FALSE,7,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752080488513536,"895752080488513536","RT @allymbecerra: I hate how I always lack confidence in everything I do",FALSE,"()","()","((screen_name . allymbecerra) (name . allison🥀) (id . 2271220544) (id_str . 2271220544) (indices . #(3 16)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,2967380051,"2967380051","Aj 🌹","AhriyannaJordan","Az","unbothered💋",NA,"()",FALSE,651,362,4,"Thu Jan 08 07:10:26 +0000 2015",12073,NA,NA,TRUE,FALSE,18447,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/892579326536720384/dlpPJfju_normal.jpg","https://pbs.twimg.com/profile_images/892579326536720384/dlpPJfju_normal.jpg","https://pbs.twimg.com/profile_banners/2967380051/1499312297","9266CC","000000","000000","000000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,2,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752080207564800,"895752080207564800","RT @AdreaS99: I could never hate, I'm in my own lane🎳 https://t.co/lz6Ky9HAmM",FALSE,"()","()","((screen_name . AdreaS99) (name . Wet Chopsticks🍜) (id . 1915660544) (id_str . 1915660544) (indices . #(3 12)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,92666932,"92666932","👑🌞nonchalant✨❤️","Dreadzzzzz_","","sugar, spice , and everything nice mind focused BLE$$ED,Positive mind. Positive vibes. Positive life!!Perspective is everything.✨tryna make it outta the mud💯",NA,"()",FALSE,3109,1287,4,"Thu Nov 26 02:32:10 +0000 2009",10166,-36000,"Hawaii",TRUE,FALSE,43067,"en",FALSE,FALSE,FALSE,"FCEBB6","http://pbs.twimg.com/profile_background_images/888313056/7bf0d81367f90d1dc53e73210901bda6.png","https://pbs.twimg.com/profile_background_images/888313056/7bf0d81367f90d1dc53e73210901bda6.png",TRUE,"http://pbs.twimg.com/profile_images/892625111181905920/zh7be4zH_normal.jpg","https://pbs.twimg.com/profile_images/892625111181905920/zh7be4zH_normal.jpg","https://pbs.twimg.com/profile_banners/92666932/1501215437","5E412F","F0A830","78C0A8","CE7834",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,20,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752079742046208,"895752079742046208","@SamanthaHeaton9 Jesus loves you and so do I! He taught us to love not to hate, love is the answer EVERY SINGLE TIME NO MATTER THE QUESTION.",FALSE,"()","()","((screen_name . SamanthaHeaton9) (name . Samantha Heaton) (id . 894635404909056002) (id_str . 894635404909056002) (indices . #(0 16)))","()","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,894635404909056002,"894635404909056002","SamanthaHeaton9",1953905694,"1953905694","Devin","FiveStar573","","Mizzou-Chiefs-StlCardinals-Blues-Bulls 
It's all about Jesus Family Sports and Music",NA,"()",FALSE,524,1083,8,"Fri Oct 11 11:17:04 +0000 2013",761,NA,NA,FALSE,FALSE,2288,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/886858634713591809/_QfDH9rC_normal.jpg","https://pbs.twimg.com/profile_images/886858634713591809/_QfDH9rC_normal.jpg","https://pbs.twimg.com/profile_banners/1953905694/1500278098","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752079565783040,"895752079565783040","RT @OhNoSheTwitnt: In a new poll, half of Republicans say they hate democracy almost as much as they hated having a black family in the Whi…",FALSE,"()","()","((screen_name . OhNoSheTwitnt) (name . Twitnter is Coming) (id . 149249831) (id_str . 149249831) (indices . #(3 17)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,774095596307132416,"774095596307132416","DeadSpiralThruATire","MJeremyHarrison","Ann Arbor, MI","",NA,"()",FALSE,18,319,1,"Fri Sep 09 04:02:27 +0000 2016",1,NA,NA,FALSE,FALSE,3129,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/774097866969141248/5ehEXqBS_normal.jpg","https://pbs.twimg.com/profile_images/774097866969141248/5ehEXqBS_normal.jpg",NA,"1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,1289,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752078999527424,"895752078999527424","i know i hate everyone https://t.co/lpjrk5hvkn",FALSE,"()","()","()","((url . https://t.co/lpjrk5hvkn) (expanded_url . https://twitter.com/shonabesau/status/895685692772188161) (display_url . twitter.com/shonabesau/sta…) (indices . #(23 46)))","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,1118310650,"1118310650","angemelon","DearAngela_","reno","lazy, sluggish, stupid and unconcerned",NA,"()",FALSE,535,105,1,"Fri Jan 25 03:19:23 +0000 2013",12067,-25200,"Arizona",TRUE,FALSE,25355,"en",FALSE,FALSE,FALSE,"C0DEED","http://pbs.twimg.com/profile_background_images/886919779/312fe01f19199db6dfa7ff6b24620a76.jpeg","https://pbs.twimg.com/profile_background_images/886919779/312fe01f19199db6dfa7ff6b24620a76.jpeg",FALSE,"http://pbs.twimg.com/profile_images/892064331180818432/hcLSHpMS_normal.jpg","https://pbs.twimg.com/profile_images/892064331180818432/hcLSHpMS_normal.jpg","https://pbs.twimg.com/profile_banners/1118310650/1488429852","0084B4","FFFFFF","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,TRUE,0,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752078974488577,"895752078974488577","RT @hayyylay23: I HATE being ignored. 🙂🙂🙂",FALSE,"()","()","((screen_name . hayyylay23) (name . Hailey ☀️) (id . 2659991672) (id_str . 2659991672) (indices . #(3 14)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,4798487485,"4798487485","Bee ♡","bentleetennison","","heart of gold with a savage attitude",NA,"()",FALSE,389,342,2,"Fri Jan 22 14:04:21 +0000 2016",10075,NA,NA,FALSE,FALSE,4170,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/895474632547020800/FWgvWICa_normal.jpg","https://pbs.twimg.com/profile_images/895474632547020800/FWgvWICa_normal.jpg","https://pbs.twimg.com/profile_banners/4798487485/1502332853","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,2,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752078382911489,"895752078382911489","I hate when people text me &amp; I reply back but then they tell me ""nvm"" &amp; then continue with the rest",FALSE,"()","()","()","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,1739668956,"1739668956","Ams 💛","Aamyy1","","GCU 21'",NA,"()",FALSE,936,744,4,"Sat Sep 07 02:40:46 +0000 2013",3936,-25200,"Pacific Time (US & Canada)",TRUE,FALSE,5525,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/895197029562896384/goR3qapr_normal.jpg","https://pbs.twimg.com/profile_images/895197029562896384/goR3qapr_normal.jpg","https://pbs.twimg.com/profile_banners/1739668956/1502340721","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752077691039745,"895752077691039745","RT @dismissz: it's sad

knowing that

i love others

more than 

i love myself;

i hate to see others

in pain

but when it

comes to me,…",FALSE,"()","()","((screen_name . dismissz) (name . hopeless) (id . 2809346187) (id_str . 2809346187) (indices . #(3 12)))","()","en","recent","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,851511044820414466,"851511044820414466","7md💜","iTopOfYou","Dubai","diary nights.",NA,"()",FALSE,3545,4830,1,"Mon Apr 10 19:03:48 +0000 2017",163,NA,NA,FALSE,FALSE,288744,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/894742089921175553/8Ep39rU-_normal.jpg","https://pbs.twimg.com/profile_images/894742089921175553/8Ep39rU-_normal.jpg","https://pbs.twimg.com/profile_banners/851511044820414466/1502158241","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,358,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:52 +0000 2017",895752076675960833,"895752076675960833","RT @TheCosmos_: Oh honey :( Male bees don't pollinate .... he's probably cheating. And he can't even come up with a decent lie?! I hate men…",FALSE,"()","()","((screen_name . TheCosmos_) (name . alli☀️) (id . 239551866) (id_str . 239551866) (indices . #(3 14)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,2797857332,"2797857332","nat","nataliaatorres_","royse city, tx","sagu '21⚽️ • sc ; nataliatorres19",NA,"()",FALSE,499,279,3,"Mon Sep 08 12:48:37 +0000 2014",6363,NA,NA,TRUE,FALSE,25497,"en",FALSE,FALSE,FALSE,"9AE4E8","http://abs.twimg.com/images/themes/theme16/bg.gif","https://abs.twimg.com/images/themes/theme16/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/892552236550717442/sdDeV5gI_normal.jpg","https://pbs.twimg.com/profile_images/892552236550717442/sdDeV5gI_normal.jpg","https://pbs.twimg.com/profile_banners/2797857332/1501217871","9266CC","000000","000000","000000",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,TRUE,26733,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:51 +0000 2017",895752076378222593,"895752076378222593","RT @TheCosmos_: Oh honey :( Male bees don't pollinate .... he's probably cheating. And he can't even come up with a decent lie?! I hate men…",FALSE,"()","()","((screen_name . TheCosmos_) (name . alli☀️) (id . 239551866) (id_str . 239551866) (indices . #(3 14)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,367244866,"367244866","cleopatra","RamziaSK","Manchester","Monica, Malala, Maya, Michelle, Oprah, Angelina, Lupita and Nelson.",NA,"()",FALSE,1111,2025,3,"Sat Sep 03 16:51:58 +0000 2011",24785,7200,"Amsterdam",TRUE,FALSE,10248,"en",FALSE,FALSE,FALSE,"C0DEED","http://pbs.twimg.com/profile_background_images/392400557/MY.jpg","https://pbs.twimg.com/profile_background_images/392400557/MY.jpg",FALSE,"http://pbs.twimg.com/profile_images/886277384101670912/BCD12TPq_normal.jpg","https://pbs.twimg.com/profile_images/886277384101670912/BCD12TPq_normal.jpg","https://pbs.twimg.com/profile_banners/367244866/1486345118","0084B4","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,TRUE,26733,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:51 +0000 2017",895752076294148096,"895752076294148096","RT @TheCosmos_: Oh honey :( Male bees don't pollinate .... he's probably cheating. And he can't even come up with a decent lie?! I hate men…",FALSE,"()","()","((screen_name . TheCosmos_) (name . alli☀️) (id . 239551866) (id_str . 239551866) (indices . #(3 14)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,836719245882843137,"836719245882843137","ashley.","acheleeyy","","gios my guy","https://t.co/lMTBcxTo3O","()",FALSE,90,153,0,"Tue Feb 28 23:26:28 +0000 2017",3133,NA,NA,TRUE,FALSE,3211,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/877823328899145729/Xq8LXZ31_normal.jpg","https://pbs.twimg.com/profile_images/877823328899145729/Xq8LXZ31_normal.jpg",NA,"1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,TRUE,26733,0,FALSE,FALSE,"en"
"Thu Aug 10 21:01:51 +0000 2017",895752075853918208,"895752075853918208","RT @sergeantdaddy: Wanda Maximoff:

I love her &amp; I think she gets a lot of unnecessary hate in the mcu",FALSE,"()","()","((screen_name . sergeantdaddy) (name . haley) (id . 756093104) (id_str . 756093104) (indices . #(3 17)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,69446716,"69446716","J","batetylers","2pac","British Strong Style",NA,"()",FALSE,414,91,2,"Thu Aug 27 23:59:27 +0000 2009",8,7200,"Amsterdam",FALSE,FALSE,8750,"fr",FALSE,FALSE,FALSE,"F7F9FA","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/894992492818554881/w9QWKRo-_normal.jpg","https://pbs.twimg.com/profile_images/894992492818554881/w9QWKRo-_normal.jpg","https://pbs.twimg.com/profile_banners/69446716/1501441594","F7686F","FFFFFF","DDEEF6","333333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,2,0,FALSE,FALSE,"en"
